"","","Min","Smp","Avg","Avg","Avg","WVc","WVc","WVc","Max","Avg","Max","Avg","Max","Avg","Avg","Tot","Max","TMx","Avg","Avg","Smp","Smp","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-01-26 23:00:00",2085,14.05,-8.45,-8.75,93,-9.68,0.568,192.8,38.88,2.502,0.308,0.78,0.424,1.565,99.9,100.7,0,0,"2019-01-26 22:30:01",0.061,169.3,0,0,538.3,7.284,-0.259,1.04,-6.054,-0.513,-8.38,264.8,-1.299,-5.542,"INF",-6.313,0.527,-6.841,272.6,278.1,0.177,0.247,0.283,0.278,0.215,0.021,0.07,0.06,0.032,0.04,0.08,0.947,1.82,2.44,3.5,-657.7967,0.1
"2019-01-26 23:30:00",2086,14.05,-8.19,-8.5,94.8,-9.18,0.3,207.6,46.18,2.105,0.267,0.715,0.357,1.352,99.9,100.6,0,0,"2019-01-26 23:00:01",0.06,176.8,0,0,538.1,6.56,-1.278,0.464,-5.513,-2.451,-8.06,265.1,-1.742,-3.062,-0.535,-6.791,-1.988,-4.804,274.5,277.5,0.177,0.247,0.283,0.278,0.215,0.022,0.071,0.06,0.032,0.04,0.077,0.95,1.823,2.453,3.5,-664.989,0.1
"2019-01-27 00:00:00",2087,14.04,-7.893,-8.29,96,-8.82,0.19,296.8,4.396,0.731,0.168,0.581,0.223,0.645,99.8,100.6,0,0,"2019-01-26 23:30:01",0.06,184.8,0,0,541.2,6.787,-1.034,0.318,-1.567,-0.786,-8.17,265,-1.352,-0.781,-0.552,-2.602,-0.469,-2.133,278,278.7,0.176,0.247,0.283,0.278,0.215,0.022,0.071,0.06,0.031,0.04,0.073,0.927,1.823,2.44,3.5,-671.559,0.1
"2019-01-27 00:30:00",2088,14.04,-7.77,-8.34,96.5,-8.8,0.172,209.3,78.51,1.249,0.203,0.631,0.217,0.694,99.7,100.5,0,0,"2019-01-27 00:00:01",0.06,184.2,0,0,547.3,6.943,-0.706,0.525,-1.171,-0.554,-8.32,264.8,-1.231,-0.617,-1.193,-1.877,-0.029,-1.848,277.7,278.4,0.176,0.247,0.283,0.278,0.215,0.02,0.072,0.06,0.033,0.04,0.07,0.923,1.833,2.437,3.5,-680.7836,0.1
"2019-01-27 01:00:00",2089,14.03,-7.56,-8.13,97.1,-8.51,0.265,336.2,60.85,1.038,0.226,0.847,0.284,0.94,99.6,100.4,0,0,"2019-01-27 00:30:01",0.061,169.3,0,0,548.1,6.864,-0.807,0.401,-0.92,-0.802,-8.15,265,-1.208,-0.118,-1.636,-1.727,-0.401,-1.326,278.7,278.8,0.175,0.247,0.283,0.278,0.215,0.021,0.071,0.06,0.032,0.04,0.08,0.93,1.823,2.443,3.5,-697.1507,0.1
"2019-01-27 01:30:00",2090,14.03,-7.372,-7.981,97.7,-8.28,0.192,335.8,65.04,0.978,0.092,0.581,0.098,0.645,99.5,100.3,0,0,"2019-01-27 01:00:01",0.061,176.7,0,0,548,6.882,0.169,0.623,-0.148,1.7,-8,265.1,-0.454,-1.848,"NAN",0.021,2.323,-2.302,280.1,281.9,0.174,0.247,0.282,0.278,0.215,0.021,0.071,0.06,0.031,0.04,0.087,0.92,1.827,2.447,3.5,-702.9328,0.1
"2019-01-27 02:00:00",2091,14.02,-7.046,-7.445,98.4,-7.663,0.221,51.72,37.44,0.715,0.134,0.565,0.115,0.661,99.4,100.2,0,0,"2019-01-27 01:30:01",0.062,186.4,0,0,550.6,7.692,0.289,0.522,0.026,1.977,-7.408,265.7,-0.233,-1.952,"NAN",0.314,2.499,-2.185,282.8,284.7,0.174,0.247,0.282,0.278,0.215,0.02,0.071,0.06,0.031,0.04,0.08,0.923,1.813,2.44,3.5,-710.5192,0.1
"2019-01-27 02:30:00",2092,14,-6.665,-7.065,98.7,-7.242,0.389,94.8,29.36,1.213,0.099,0.45,0.201,0.628,99.3,100.1,0.5,0,"2019-01-27 02:00:01",0.068,193.2,0,0,543.7,7.301,-0.027,0.276,-0.037,1.34,-7.021,266.1,-0.304,-1.376,"NAN",-0.064,1.616,-1.68,284.4,285.8,0.173,0.247,0.282,0.278,0.215,0.021,0.071,0.06,0.032,0.04,0.083,0.927,1.827,2.437,3.5,-714.8866,0.1
"2019-01-27 03:00:00",2093,14,-6.312,-6.708,99.2,-6.816,0.578,71.9,28.05,1.753,0.359,0.714,0.404,1.184,99.2,100,0.3,6,"2019-01-27 02:32:00",0.086,185.8,0.01,0.01,543,6.766,-0.176,0.237,-0.069,1.133,-6.772,266.4,-0.413,-1.202,-1.382,-0.246,1.37,-1.615,285.4,286.6,0.172,0.247,0.282,0.278,0.215,0.02,0.072,0.06,0.032,0.04,0.07,0.913,1.817,2.457,3.5,-718.0967,0.067
"2019-01-27 03:30:00",2094,13.99,-5.987,-6.552,99.1,-6.667,0.332,330.7,16.06,0.908,0.28,0.549,0.399,0.611,99.1,99.9,0.7,6,"2019-01-27 03:06:00",0.092,191.3,0.03,0.03,541,6.861,-0.098,0.123,-0.044,1.121,-6.639,266.5,-0.221,-1.166,-1.268,-0.143,1.244,-1.387,286,287.2,0.171,0.247,0.282,0.278,0.215,0.02,0.071,0.06,0.031,0.04,0.07,0.933,1.827,2.443,3.5,-720.086,0
"2019-01-27 04:00:00",2095,13.98,-5.72,-6.535,99.4,-6.623,0.322,309,25.72,0.799,0.224,0.598,0.324,0.645,99,99.8,0.7,6,"2019-01-27 03:30:01",0.097,196.1,0.03,0.03,540.9,6.844,-0.049,0.136,-0.031,1.142,-6.583,266.6,-0.185,-1.173,-3.026,-0.08,1.277,-1.358,286.3,287.4,0.17,0.247,0.282,0.278,0.215,0.02,0.072,0.06,0.033,0.04,0.06,0.93,1.833,2.437,3.5,-721.7572,0
"2019-01-27 04:30:00",2096,13.98,-5.503,-6.337,99.7,-6.373,0.606,310.2,28.87,1.921,0.317,0.78,0.54,0.956,98.9,99.7,0.7,6,"2019-01-27 04:01:00",0.103,226.7,0.04,0.04,543.2,6.709,-0.103,0.226,-0.056,1.051,-6.443,266.7,-0.328,-1.107,-2.382,-0.158,1.277,-1.435,286.8,287.9,0.169,0.247,0.282,0.278,0.215,0.02,0.073,0.06,0.033,0.04,0.07,0.923,1.823,2.423,3.497,-724.1449,0
"2019-01-27 05:00:00",2097,13.97,-5.301,-6.155,99.8,-6.178,0.842,320.7,28.29,2.368,0.383,0.989,0.589,1.269,98.9,99.6,0.5,6,"2019-01-27 04:30:01",0.111,233.2,0.04,0.04,545,7.205,-0.123,0.189,-0.055,0.772,-6.276,266.9,-0.311,-0.827,-1.588,-0.178,0.96,-1.138,287.6,288.4,0.167,0.247,0.282,0.278,0.215,0.02,0.071,0.06,0.031,0.04,0.087,0.93,1.813,2.447,3.5,-725.719,0
"2019-01-27 05:30:00",2098,13.97,-5.138,-6.377,99.3,-6.476,2.111,286.4,38.55,103.9,0.719,2.757,1.043,3.34,98.9,99.6,0.5,6,"2019-01-27 05:02:00",0.13,222.9,0.05,0.05,547.7,7.447,0.224,-0.297,0.056,-0.033,-6.379,266.8,0.521,0.089,7999,0.281,-0.329,0.61,287.2,287.1,0.166,0.247,0.282,0.278,0.215,0.02,0.072,0.06,0.031,0.039,0.057,0.92,1.81,2.443,3.5,-728.9067,0
"2019-01-27 06:00:00",2099,13.96,-5.166,-7.241,98,-7.505,4.509,289.7,36.26,103.9,0.806,3.113,1.301,5.725,98.9,99.7,1,6,"2019-01-27 05:30:01",0.144,230.7,0.07,0.07,536.2,9.2,0.188,-0.319,0.004,-0.09,-7.217,265.9,0.506,0.094,"NAN",0.192,-0.408,0.6,283.6,283.5,0.164,0.247,0.282,0.278,0.215,0.02,0.072,0.06,0.032,0.04,0.053,0.93,1.82,2.423,3.5,-728.1782,0
"2019-01-27 06:30:00",2100,13.96,-5.303,-7.409,97.3,-7.767,1.872,275.9,35.14,6.447,0.787,2.786,1.326,5.511,99,99.8,0.6,6,"2019-01-27 06:00:01",0.154,233.4,0.08,0.08,526,7.387,-0.276,0.258,-0.131,-1.426,-7.432,265.7,-0.534,1.294,-0.785,-0.407,-1.167,0.76,282.5,281.2,0.162,0.247,0.282,0.278,0.215,0.019,0.073,0.06,0.033,0.04,0.077,0.937,1.83,2.44,3.5,-727.5142,0
"2019-01-27 07:00:00",2101,13.96,-5.559,-7.777,93,-8.72,2.089,262.9,36.93,7.689,0.892,2.967,1.493,6.333,99.1,99.9,0.5,6,"2019-01-27 06:36:00",0.158,224.9,0.09,0.09,521.7,6.753,-0.508,-0.017,-0.256,-7.702,-7.549,265.6,-0.491,7.446,0.008,-0.765,-7.719,6.954,281.9,274.5,0.16,0.247,0.282,0.278,0.215,0.019,0.072,0.06,0.032,0.04,0.05,0.923,1.803,2.433,3.5,-728.9399,0
"2019-01-27 07:30:00",2102,13.97,-6.125,-8.64,90.5,-9.92,2.02,250.7,35.98,6.583,0.795,2.078,1.417,4.985,99.2,100,0.1,6,"2019-01-27 07:02:00",0.157,224.8,0.1,0.1,523.4,6.331,-0.722,-0.079,-0.361,-16.5,-8.06,265.1,-0.643,16.14,0.103,-1.083,-16.58,15.5,279.6,263.5,0.158,0.247,0.282,0.278,0.215,0.019,0.071,0.06,0.029,0.04,0.063,0.916,1.803,2.437,3.5,-728.3364,0
"2019-01-27 08:00:00",2103,13.99,-6.812,-9.15,90.3,-10.44,1.55,242.6,37.46,6.66,0.63,3.015,1.089,5.415,99.3,100.1,0,6,"2019-01-27 07:49:00",0.154,223.3,0.1,0.1,526.3,6.832,1.84,3.497,-0.399,-17.42,-8.5,264.7,-1.657,17.03,"INF",1.441,-13.93,15.37,277.8,260.7,0.156,0.246,0.282,0.278,0.215,0.018,0.071,0.06,0.032,0.04,0.047,0.96,1.807,2.443,3.5,-725.9219,0
"2019-01-27 08:30:00",2104,13.99,-7.368,-9.25,88.5,-10.81,1.368,239.9,36.47,5.113,0.567,1.585,0.99,3.323,99.4,100.1,0.1,0,"2019-01-27 08:00:01",0.152,222,0.08,0.09,527.8,6.528,20.12,15.6,-0.495,-23.66,-8.41,264.7,4.513,23.16,0.805,19.62,-8.05,27.67,278,254.9,0.154,0.246,0.282,0.278,0.215,0.018,0.071,0.06,0.033,0.04,0.04,0.943,1.817,2.447,3.5,-726.1619,0
"2019-01-27 09:00:00",2105,14.01,-7.451,-8.33,84,-10.57,1.718,231.1,29.07,5.156,0.797,2.292,1.298,3.768,99.4,100.2,0.1,6,"2019-01-27 08:58:00",0.155,224.3,0.06,0.09,527.7,6.831,29.27,33.84,-0.517,-14.66,-7.975,265.2,-4.571,14.15,1.196,28.75,19.17,9.58,279.8,265.7,0.152,0.247,0.282,0.278,0.215,0.018,0.072,0.06,0.031,0.04,0.047,0.923,1.807,2.44,3.497,-725.254,0
"2019-01-27 09:30:00",2106,14,-6.892,-7.551,80.7,-10.29,1.51,228.3,32.25,4.827,0.836,2.063,1.242,3.423,99.5,100.2,0,6,"2019-01-27 09:23:00",0.157,234.1,0.07,0.1,528.3,6.644,54.63,59.41,-0.486,-9.04,-7.301,265.8,-4.779,8.55,1.224,54.15,50.37,3.776,282.7,274.2,0.151,0.247,0.282,0.278,0.215,0.017,0.07,0.06,0.031,0.04,0.03,0.907,1.8,2.46,3.5,-723.6268,0
"2019-01-27 10:00:00",2107,13.98,-6.081,-7.386,76.07,-10.88,2.423,225,27.92,6.501,1.468,3.729,1.906,4.492,99.5,100.3,0,0,"2019-01-27 09:30:01",0.154,226.1,0.06,0.1,525.3,6.836,215.9,86.5,-0.95,-16.95,-6.26,266.9,129.5,16,0.409,215,69.51,145.5,286.7,270.7,0.149,0.247,0.282,0.278,0.215,0.017,0.073,0.06,0.031,0.04,0.047,0.906,1.817,2.427,3.5,-724.5994,0
"2019-01-27 10:30:00",2108,13.97,-5.279,-7.05,73.01,-11.07,2.528,232.5,34.01,7.464,1.53,4.529,1.947,5.117,99.5,100.3,0,0,"2019-01-27 10:00:01",0.155,263.6,0.05,0.09,523.2,6.701,316.9,138.6,-36.15,-11.26,-6.093,267.1,178.3,-24.89,0.457,280.8,127.3,153.4,252.3,277.1,0.148,0.247,0.282,0.278,0.215,0.017,0.071,0.06,0.033,0.039,0.027,0.917,1.82,2.447,3.5,-722.6133,0.01
"2019-01-27 11:00:00",2109,13.95,-4.709,-8.22,77.47,-11.53,2.492,254.2,37.5,10.42,1.41,6.946,2.021,7.666,99.6,100.4,0,0,"2019-01-27 10:30:01",0.162,204.2,0.05,0.1,524.3,6.657,161.5,83.2,-43.22,-7.334,-7.66,265.5,78.32,-35.89,0.537,118.3,75.85,42.43,238.5,274.4,0.147,0.247,0.282,0.278,0.215,0.014,0.07,0.06,0.031,0.04,0.013,0.933,1.803,2.43,3.5,-721.3516,0.05
"2019-01-27 11:30:00",2110,13.95,-4.351,-7.594,60.14,-14.01,2.695,254.8,40.1,10.69,1.416,6.451,2.133,7.32,99.7,100.5,0,0,"2019-01-27 11:00:01",0.167,192.5,0.03,0.1,527.2,6.795,446.5,186,-72.14,-11.96,-6.979,266.2,260.5,-60.18,0.425,374.4,174,200.3,212.5,272.6,0.146,0.247,0.282,0.278,0.215,0.016,0.071,0.06,0.032,0.04,0.02,0.95,1.807,2.437,3.497,-719.5311,0.097
"2019-01-27 12:00:00",2111,13.92,-3.479,-6.385,50.59,-14.99,2.329,245.9,43.19,8.74,1.537,5.465,1.94,6.629,99.7,100.5,0,0,"2019-01-27 11:30:01",0.165,192.7,0.03,0.11,525.4,6.907,562.2,246.9,-86.9,-13.33,-5.408,267.7,315.2,-73.62,0.439,475.2,233.6,241.6,204.4,278,0.145,0.247,0.282,0.278,0.215,0.015,0.071,0.06,0.031,0.04,0.003,0.917,1.8,2.447,3.5,-718.4561,0.1
"2019-01-27 12:30:00",2112,13.91,-2.799,-6.84,45.81,-16.59,2.955,247.4,39.64,9.97,1.749,5.482,2.371,10.38,99.7,100.5,0,0,"2019-01-27 12:00:01",0.163,192.1,0.02,0.11,524.5,6.706,475.6,222.9,-81.5,-12.05,-6.169,267,252.7,-69.43,0.475,394.1,210.8,183.3,206.6,276,0.145,0.247,0.282,0.278,0.215,0.013,0.072,0.06,0.032,0.04,-0.013,0.91,1.8,2.453,3.497,-719.3662,0.1
"2019-01-27 13:00:00",2113,13.9,-3.274,-9.06,50.36,-17.51,2.564,251,36.54,8.67,1.287,4.841,1.914,6.613,99.8,100.5,0,0,"2019-01-27 12:30:01",0.164,191.5,0,0.1,526.2,6.959,142.5,67.54,-85.4,-17.38,-8.62,264.5,74.99,-68.04,0.479,57.1,50.16,6.941,192.2,260.3,0.144,0.247,0.282,0.278,0.215,0.014,0.071,0.06,0.031,0.04,-0.013,0.93,1.807,2.45,3.5,-717.5117,0.1
"2019-01-27 13:30:00",2114,13.92,-3.864,-8.36,48.42,-17.34,2.857,242.8,36.29,9.04,1.504,4.639,2.087,5.643,99.8,100.6,0,0,"2019-01-27 13:00:01",0.162,192.6,0,0.1,529.8,6.721,329.4,151.9,-85.7,-15.1,-8.34,264.8,177.5,-70.59,0.471,243.8,136.8,107,193.1,263.7,0.144,0.247,0.282,0.278,0.215,0.014,0.071,0.06,0.032,0.04,-0.033,0.923,1.8,2.45,3.5,-716.8995,0.1
"2019-01-27 14:00:00",2115,13.89,-2.57,-7.212,44.2,-17.35,2.723,239.9,35.29,7.93,1.702,4.527,2.251,6.974,99.8,100.6,0,0,"2019-01-27 13:30:01",0.16,193.1,0.01,0.1,528.9,6.619,510.2,226.1,-81.6,-12.92,-6.539,266.6,284.1,-68.67,0.444,428.6,213.2,215.5,204.9,273.6,0.143,0.247,0.282,0.278,0.215,0.014,0.072,0.06,0.031,0.04,-0.05,0.92,1.803,2.43,3.5,-715.0757,0.1
"2019-01-27 14:30:00",2116,13.87,-2.586,-8.97,45.45,-18.64,3.195,255.9,33.72,10.57,1.499,5.267,2.376,7.989,99.8,100.6,0,0,"2019-01-27 14:00:01",0.16,193.6,0.01,0.1,527,6.762,204.6,82.1,-89.9,-17.11,-8.27,264.9,122.5,-72.77,0.418,114.7,65.02,49.7,189.3,262,0.143,0.247,0.282,0.278,0.215,0.013,0.072,0.06,0.031,0.04,-0.05,0.917,1.8,2.433,3.5,-713.4839,0.1
"2019-01-27 15:00:00",2117,13.88,-3.616,-9.34,51.45,-17.51,2.651,251.1,38.58,9.36,1.369,4.561,2.063,7.206,99.8,100.6,0,0,"2019-01-27 14:30:01",0.16,192.5,0,0.1,530.2,6.78,291.3,91.5,-84.4,-17,-8.69,264.5,199.8,-67.44,0.333,206.9,74.5,132.4,192.9,260.3,0.142,0.247,0.282,0.278,0.215,0.012,0.072,0.06,0.031,0.04,-0.077,0.933,1.803,2.44,3.497,-711.73,0.1
"2019-01-27 15:30:00",2118,13.92,-4.441,-9.45,51.42,-17.63,2.342,251.7,39.43,7.363,1.347,4.496,1.814,7.781,99.8,100.6,0,0,"2019-01-27 15:00:01",0.16,177.8,0,0.1,529.6,6.729,194.6,63.87,-86.4,-18.44,-8.7,264.5,130.7,-67.93,0.364,108.2,45.42,62.82,191,258.9,0.142,0.247,0.282,0.278,0.215,0.013,0.072,0.06,0.032,0.04,-0.077,0.91,1.807,2.417,3.5,-711.059,0.1
"2019-01-27 16:00:00",2119,13.93,-5.344,-10.02,51.35,-18.18,2.572,249.8,35.6,8.63,1.367,6.766,2.017,7.716,99.9,100.7,0,0,"2019-01-27 15:30:01",0.159,171.9,0.01,0.1,530.6,6.804,111.6,45.8,-81.6,-17.94,-9.74,263.4,65.78,-63.71,0.422,29.95,27.87,2.079,191.3,255,0.142,0.247,0.282,0.278,0.215,0.012,0.072,0.06,0.03,0.04,-0.09,0.927,1.8,2.43,3.5,-708.257,0.1
"2019-01-27 16:30:00",2120,13.95,-6.119,-10.29,53.66,-17.91,2.293,255.9,38.72,8.43,1.161,5.582,1.733,6.58,99.9,100.7,0,0,"2019-01-27 16:00:01",0.159,170.6,0,0.1,533.1,6.544,74.52,39.66,-71.66,-15.73,-10.24,262.9,34.85,-55.93,0.533,2.851,23.93,-21.08,199.2,255.2,0.142,0.246,0.282,0.278,0.215,0.011,0.072,0.06,0.031,0.04,-0.077,0.9,1.8,2.43,3.497,-705.2372,0.1
"2019-01-27 17:00:00",2121,13.97,-6.856,-10.84,52.83,-18.6,2.115,253.9,38.2,6.922,1.132,3.46,1.664,5.101,100,100.8,0,0,"2019-01-27 16:30:01",0.158,170.3,0,0.1,533.8,6.489,30.02,16.99,-85.2,-19.8,-10.67,262.5,13.03,-65.45,0.572,-55.22,-2.802,-52.42,183.9,249.3,0.142,0.246,0.282,0.278,0.215,0.013,0.07,0.06,0.032,0.04,-0.103,0.927,1.8,2.413,3.5,-703.1516,0.1
"2019-01-27 17:30:00",2122,13.99,-7.977,-11.9,59.84,-18.14,1.621,249.1,33.17,6.085,0.772,2.225,1.155,3.49,100.1,100.8,0,0,"2019-01-27 17:00:01",0.156,172.2,-0.01,0.1,537.3,6.584,4.49,4.371,-87,-24.68,-11.62,261.5,0.119,-62.28,1.299,-82.5,-20.31,-62.17,178.3,240.6,0.142,0.246,0.282,0.278,0.215,0.013,0.071,0.06,0.032,0.04,-0.1,0.943,1.8,2.44,3.497,-698.0933,0.1
"2019-01-27 18:00:00",2123,14.02,-9.18,-12.67,63.94,-18.08,1.632,254.6,35.83,5.527,0.788,2.55,1.257,4.804,100.1,100.9,0,0,"2019-01-27 17:30:01",0.155,173.1,-0.01,0.1,539.8,6.605,-3.149,0.691,-84.4,-25.07,-12.28,260.9,-3.839,-59.31,-0.265,-87.5,-24.38,-63.14,178.2,237.5,0.141,0.247,0.282,0.278,0.215,0.012,0.072,0.06,0.032,0.04,-0.1,0.933,1.8,2.427,3.487,-693.2088,0.1
"2019-01-27 18:30:00",2124,14.05,-10.2,-13.36,70.59,-17.59,1.138,247.2,27.35,3.881,0.449,1.734,0.814,1.927,100.2,100.9,0,0,"2019-01-27 18:00:01",0.154,170.1,0,0.1,542.9,6.834,-3.747,0.277,-82.4,-28.14,-12.74,260.4,-4.025,-54.22,-0.079,-86.1,-27.86,-58.25,178.4,232.6,0.141,0.247,0.282,0.278,0.215,0.012,0.072,0.06,0.033,0.04,-0.103,0.9,1.8,2.44,3.483,-692.7333,0.1
"2019-01-27 19:00:00",2125,14.07,-11.35,-14.38,79.37,-17.17,0.829,238.4,26.74,4.642,0.289,1.025,0.617,1.878,100.2,100.9,0,0,"2019-01-27 18:30:01",0.153,170.3,-0.01,0.09,550.6,7.112,-3.654,0.46,-81.8,-30.19,-13.51,259.6,-4.114,-51.64,-0.131,-85.5,-29.73,-55.75,175.8,227.5,0.141,0.246,0.282,0.278,0.215,0.013,0.071,0.06,0.032,0.04,-0.097,0.953,1.8,2.427,3.493,-685.1174,0.1
"2019-01-27 19:30:00",2126,14.1,-12.48,-15.44,85.7,-17.29,0.444,228.6,23.04,1.956,0.075,0.565,0.257,0.743,100.2,101,0,0,"2019-01-27 19:00:01",0.152,169.8,-0.01,0.09,555.5,6.778,-3.505,0.529,-79.85,-30.68,-14.38,258.8,-4.034,-49.17,-0.152,-83.3,-30.15,-53.2,174.4,223.6,0.141,0.246,0.282,0.278,0.215,0.011,0.071,0.06,0.031,0.04,-0.113,0.937,1.8,2.443,3.487,-682.0056,0.1
"2019-01-27 20:00:00",2127,14.13,-13.48,-15.88,88.8,-17.3,0.116,275.3,36.91,0.591,0.094,0.516,0.056,0.529,100.2,101,0,0,"2019-01-27 19:30:01",0.151,170.4,-0.01,0.09,562,6.921,-3.126,0.509,-75.83,-28.47,-15.53,257.6,-3.635,-47.36,-0.179,-78.95,-27.96,-50.99,173.9,221.3,0.141,0.246,0.282,0.278,0.215,0.013,0.071,0.06,0.03,0.04,-0.12,0.927,1.8,2.43,3.5,-677.4541,0.1
"2019-01-27 20:30:00",2128,14.16,-14.3,-16.35,90.3,-17.57,0.239,234.6,42.64,1.037,0.149,0.681,0.202,0.677,100.2,101,0,0,"2019-01-27 20:00:01",0.151,169.6,-0.01,0.09,577.4,11.72,-2.908,0.997,-74.35,-27.61,-16.06,257.1,-3.905,-46.75,-0.357,-77.26,-26.61,-50.65,173.4,220.1,0.141,0.246,0.282,0.278,0.215,0.012,0.072,0.06,0.032,0.04,-0.107,0.89,1.8,2.437,3.483,-675.5552,0.1
"2019-01-27 21:00:00",2129,14.18,-15,-17.08,93.8,-17.84,0.266,257,30.12,1.105,0.053,0.499,0.087,0.628,100.3,101.1,0,0,"2019-01-27 20:30:01",0.15,169.6,-0.01,0.09,596.1,6.764,-2.386,1.098,-72.4,-27.12,-16.52,256.6,-3.485,-45.27,-0.467,-74.78,-26.03,-48.76,173.5,218.8,0.141,0.246,0.282,0.278,0.215,0.011,0.072,0.06,0.032,0.04,-0.12,0.93,1.8,2.43,3.48,-675.2184,0.1
"2019-01-27 21:30:00",2130,14.19,-15.56,-17,94.3,-17.7,0.294,239.1,45.88,0.776,0.084,0.532,0.147,0.496,100.3,101.1,0,0,"2019-01-27 21:00:01",0.149,170.5,-0.01,0.09,589.1,7.608,-2.506,0.859,-69.73,-26.37,-16.66,256.5,-3.366,-43.35,-0.337,-72.23,-25.51,-46.72,175.6,219,0.14,0.246,0.282,0.278,0.215,0.012,0.071,0.06,0.033,0.04,-0.123,0.943,1.803,2.42,3.493,-671.5787,0.1
"2019-01-27 22:00:00",2131,14.22,-16.03,-17.45,93.9,-18.2,0.644,234.7,12.36,0.977,0.035,0.434,0.231,0.677,100.3,101.1,0,0,"2019-01-27 21:30:01",0.15,170.1,-0.01,0.09,590.4,7.59,-2.513,1.423,-72.39,-28.33,-16.54,256.6,-3.936,-44.06,-0.57,-74.91,-26.91,-47.99,173.5,217.5,0.14,0.246,0.282,0.278,0.215,0.011,0.07,0.06,0.031,0.04,-0.123,0.913,1.8,2.42,3.48,-671.1934,0.1
"2019-01-27 22:30:00",2132,14.23,-16.46,-17.52,93.4,-18.33,0.806,244.4,15.47,1.787,0.248,0.532,0.655,0.989,100.3,101.1,0,0,"2019-01-27 22:00:01",0.149,170.3,-0.01,0.09,592.2,9.11,-2.908,1.098,-73.41,-29.23,-16.34,256.8,-4.007,-44.18,-0.38,-76.32,-28.14,-48.19,173.2,217.4,0.14,0.246,0.282,0.278,0.215,0.011,0.072,0.06,0.032,0.04,-0.12,0.94,1.8,2.43,3.487,-670.624,0.1
"2019-01-27 23:00:00",2133,14.24,-16.76,-17.24,92.5,-18.16,0.97,244,17.93,2.92,0.231,0.581,0.754,1.581,100.3,101.1,0,0,"2019-01-27 22:30:01",0.149,170.7,-0.01,0.09,579.1,7.756,-3.027,1.012,-75.13,-29.87,-15.97,257.2,-4.039,-45.27,-0.342,-78.16,-28.86,-49.3,172.9,218.2,0.14,0.246,0.282,0.278,0.215,0.011,0.071,0.06,0.032,0.04,-0.12,0.92,1.8,2.433,3.473,-670.8857,0.1
"2019-01-27 23:30:00",2134,14.26,-16.87,-16.74,91.3,-17.82,1.15,239.2,18.23,3.655,0.394,0.797,0.859,2.074,100.3,101.1,0,0,"2019-01-27 23:00:01",0.15,170.5,-0.01,0.09,566.2,7.091,-3.318,0.942,-77.04,-30.05,-15.55,257.6,-4.26,-46.99,-0.292,-80.4,-29.11,-51.25,172.6,219.6,0.14,0.246,0.282,0.278,0.215,0.012,0.073,0.06,0.032,0.04,-0.13,0.893,1.8,2.42,3.487,-671.56,0.1
"2019-01-28 00:00:00",2135,14.25,-16.85,-16.38,89.6,-17.69,1.088,241,22.89,3.231,0.382,0.976,0.818,1.96,100.3,101.1,0,0,"2019-01-27 23:30:01",0.149,171,-0.01,0.09,559.2,6.566,-3.649,0.785,-78.09,-29.7,-15.45,257.7,-4.434,-48.39,-0.218,-81.7,-28.92,-52.82,172,220.3,0.14,0.246,0.282,0.278,0.215,0.011,0.071,0.06,0.033,0.04,-0.14,0.933,1.8,2.43,3.47,-671.0944,0.1
"2019-01-28 00:30:00",2136,14.26,-16.86,-16.57,89.9,-17.84,0.912,246.1,23.5,2.944,0.2,0.862,0.602,1.984,100.3,101.1,0,0,"2019-01-28 00:00:01",0.148,170.3,0,0.09,561.8,6.643,-3.793,0.814,-77.86,-29.98,-15.59,257.6,-4.607,-47.88,-0.227,-81.7,-29.17,-52.48,171.7,219.5,0.14,0.246,0.282,0.278,0.215,0.011,0.071,0.06,0.033,0.04,-0.137,0.947,1.8,2.427,3.457,-670.6188,0.1
"2019-01-28 01:00:00",2137,14.27,-16.9,-16.57,88.5,-18.03,1.148,244,25.43,3.325,0.352,0.731,0.823,1.959,100.3,101.1,0,0,"2019-01-28 00:30:01",0.148,170.4,0,0.09,559.6,6.549,-3.752,0.948,-78.49,-30.64,-15.33,257.8,-4.7,-47.85,-0.257,-82.2,-29.69,-52.55,172,219.9,0.14,0.246,0.282,0.278,0.215,0.011,0.071,0.06,0.032,0.04,-0.157,0.947,1.8,2.413,3.457,-673.6464,0.1
"2019-01-28 01:30:00",2138,14.27,-16.92,-16.2,85.9,-18.02,1.535,261.4,22.79,4.837,0.506,2.27,1.037,3.029,100.3,101.1,0,0,"2019-01-28 01:00:01",0.147,171,0,0.09,555.2,7.025,-4.084,0.867,-79.26,-30.19,-14.93,258.2,-4.951,-49.06,-0.217,-83.3,-29.33,-54.01,172.8,221.9,0.139,0.246,0.282,0.278,0.215,0.011,0.071,0.06,0.032,0.04,-0.163,0.913,1.8,2.437,3.457,-675.5398,0.1
